"vessel_name","MMSI","Flag","AIS_Flag","imo","vessel_class_cat","vessel_class_confidence","vessel_class","vessel_type","previous_port_country","previous_port","trip_start","trip_start_confidence","trip_end","trip_end_confidence","trip_duration_days","end_port","prev_visit_timestamp","entrance","navy","west_basin","mid_basin","east_basin","container","dak_fishing","dak_offshore","fishing","fishing_hours","fishing_eez","fishing_hs","fishing_rfmos","encounter","num_encounters","loitering","num_loitering","AISdisabling","num_AISdisabling","percent_ais_voyage","vv_url"
"YINGMING8031","412209008","CHN","CHN",NA,"fishing","high","fishing","unknown","SEN","DAKAR",2025-06-23 18:43:55,4,2025-07-16 16:13:58,4,22.9,"DAKAR",2025-06-23 18:43:55,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,30,68.75,"GNB",FALSE,"NAMMCO, IWC, ICCAT, ACAP, SRFC",FALSE,0,TRUE,17,FALSE,0,15.1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c5824d985-509c-6d36-cfd9-d45e58e5515b?&start=2025-06-21&end=2025-07-18"")"
"YANGMING8001","412209195","CHN","CHN",NA,"fishing","high","fishing","unknown","SEN","DAKAR",2025-07-03 02:30:18,4,2025-07-17 09:44:16,4,14.3,"DAKAR",2025-07-03 02:30:18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,4.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2e5f4ad48-88f3-9803-7051-7a03e4d7c782?&start=2025-07-01&end=2025-07-19"")"
"YIFENG25","412209122","CHN","CHN",NA,"fishing","low","fishing","unknown","SEN","DAKAR",2025-06-15 19:28:53,4,2025-07-17 13:55:20,4,31.8,"DAKAR",2025-06-15 19:28:53,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,TRUE,5,FALSE,0,5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/632bb9e7e-e4ae-f310-71ff-3a5bcc4313ec?&start=2025-06-13&end=2025-07-19"")"
"MAJESTIC III","235002499","GBR","GBR",NA,"fishing","high","fishing","trawlers","ESP","MORRO DEL JABLE",2025-07-13 08:25:43,4,2025-07-18 05:00:59,4,4.8,"DAKAR",NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,99.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ee3b4eb25-5fb1-ee4c-f384-8f55c3b5f846?&start=2025-07-11&end=2025-07-20"")"
"FUYUANYU9811","412440615","CHN","CHN",NA,"fishing","low","fishing","trawlers","SEN","DAKAR",2025-06-12 23:25:28,4,2025-07-19 06:03:28,4,36.3,"DAKAR",2025-06-12 23:25:28,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,0.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e8317382c-cc5b-2120-a8ec-3fa0902ea6a6?&start=2025-06-10&end=2025-07-21"")"
"ZHEN YUAN YU 820","412420887","CHN","CHN",NA,"fishing","high","fishing","drifting_longline","GIN","CONAKRY",2025-07-17 10:37:45,4,2025-07-19 09:07:56,3,1.9,"DAKAR",2025-01-24 21:22:46,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,91.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/d831406a7-7b5f-e927-3fa9-9861a270891a?&start=2025-07-15&end=2025-07-21"")"
"ZILLARRI","312507000","BLZ","BLZ","9095266","fishing","low","support","purse_seine_support","ESP","LAS PALMAS",2025-07-15 14:40:10,4,2025-07-19 09:43:17,4,3.8,"DAKAR",2025-07-04 15:17:43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,89.1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/1eb24bd25-5b68-347b-9498-ad3df136de22?&start=2025-07-13&end=2025-07-21"")"
"YANGMING8007","412209199","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-06-26 11:13:32,4,2025-07-21 00:01:10,4,24.5,"DAKAR",2025-06-26 11:13:32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,20,64.8194444444445,"GNB",FALSE,"ACAP, SRFC, IWC, ICCAT, NAMMCO",FALSE,0,TRUE,9,FALSE,0,18.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/5eea628de-e233-1308-4ee1-9fcc3ceff90c?&start=2025-06-24&end=2025-07-23"")"
"YIFENG22","412209012","CHN","CHN",NA,"fishing","high","fishing","unknown","SEN","DAKAR",2025-06-18 13:34:00,4,2025-07-21 13:21:06,4,33,"DAKAR",2025-06-18 13:34:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,10,14.3972222222222,"GNB",FALSE,"IWC, ACAP, NAMMCO, SRFC, ICCAT",FALSE,0,TRUE,6,FALSE,0,4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/bc8cca775-5e31-b2ca-e5b7-7a66811a7955?&start=2025-06-16&end=2025-07-23"")"
"EIGHTEEN","629009118","GMB","GMB",NA,"fishing","med","fishing","drifting_longline","SEN","DAKAR",2025-06-27 18:17:30,4,2025-07-22 08:54:38,4,24.6,"DAKAR",2025-06-27 18:17:30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,365,4731.8152777778,"GMB, SEN",FALSE,"ACAP, NAMMCO, SRFC, IWC, ICCAT",FALSE,0,TRUE,23,FALSE,0,78.6,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f578a4c52-2123-4510-d4bd-f4fd62fed9a8?&start=2025-06-25&end=2025-07-24"")"
"ALFONSO RIERA SEGUND","224032270","ESP","ESP","9175377","fishing","high","fishing","trawlers","SEN","DAKAR",2025-06-18 13:54:27,4,2025-07-22 10:17:40,4,33.8,"DAKAR",2025-06-18 13:54:27,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,365,18740.7861111111,"SEN, GNB",FALSE,"ACAP, ICCAT, NAMMCO, IWC, SRFC",FALSE,0,TRUE,2,FALSE,0,96.3,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ebdafaa65-595c-2373-4337-eaf2cebdadae?&start=2025-06-16&end=2025-07-24"")"
"GUOJIN908","412549197","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-07-05 16:45:02,4,2025-07-22 15:40:42,4,16.9,"DAKAR",2025-07-05 16:45:02,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,300,1639.79583333334,"SEN",FALSE,"SRFC, ACAP, ICCAT, IWC, NAMMCO",FALSE,0,TRUE,9,FALSE,0,64,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b1746e808-87ff-d6f5-bd85-255ca80d9d1a?&start=2025-07-03&end=2025-07-24"")"
"YI FENG 8","412200997","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-06-16 00:50:08,4,2025-07-22 16:41:50,4,36.6,"DAKAR",2025-06-16 00:50:08,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,290,1312.49722222222,"GNB",FALSE,"ICCAT, SRFC, IWC, ACAP, NAMMCO",FALSE,0,TRUE,20,FALSE,0,12.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f5bd98f66-6d86-ae44-98a1-a86dbba4f507?&start=2025-06-14&end=2025-07-24"")"
"ELSAAD","629009158","GMB","GMB",NA,"fishing","high","fishing","unknown","GNB","BISSAU",2025-07-04 22:41:17,4,2025-07-22 21:23:17,4,17.9,"DAKAR",2025-06-20 17:09:26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,140,708.980555555555,"GNB",FALSE,"NAMMCO, IWC, ACAP, SRFC, ICCAT",FALSE,0,TRUE,24,FALSE,0,38,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/88bcefbe0-0278-4687-8093-91e3e4ae847b?&start=2025-07-02&end=2025-07-24"")"
"MIN LONG YU61146","412444322","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-07-08 12:13:19,4,2025-07-23 06:33:09,4,14.8,"DAKAR",2025-07-08 12:13:19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,6.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/3d85e312f-f420-4646-1a9a-f1c99f636999?&start=2025-07-06&end=2025-07-25"")"
"JAIME R","224069140","","ESP","9098880","fishing","high","fishing","trawlers","SEN","DAKAR",2025-06-22 10:58:35,4,2025-07-24 04:55:17,4,31.7,"DAKAR",2025-06-22 10:58:35,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,75,236.343055555556,"SEN, GNB",FALSE,"IWC, ACAP, SRFC, NAMMCO, ICCAT",FALSE,0,TRUE,26,FALSE,0,18.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c55db3f88-825c-7b5e-ea2b-90578f54ef3f?&start=2025-06-20&end=2025-07-26"")"
"LA PINTA R","224175000","","ESP",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-06-17 00:44:22,4,2025-07-24 05:29:44,4,37.2,"DAKAR",2025-06-17 00:44:22,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1095,9128.94166666669,"SEN, GNB",FALSE,"IWC, NAMMCO, ICCAT, SRFC, ACAP",FALSE,0,TRUE,60,FALSE,0,60,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c17075854-49bb-6c86-ad25-6b9f2d6f6ddd?&start=2025-06-15&end=2025-07-26"")"
"HAIXIN29","412549434","","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-06-21 17:54:16,4,2025-07-24 12:34:52,4,32.8,"DAKAR",2025-06-21 17:54:16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,420,6446.42499999999,"GNB",FALSE,"SRFC, IWC, ACAP, NAMMCO, ICCAT",FALSE,0,TRUE,5,FALSE,0,92.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/5383e7875-5996-3d2e-1c30-45975f2c9902?&start=2025-06-19&end=2025-07-26"")"
"GUOJIN901","412549196","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-07-06 11:04:56,4,2025-07-24 15:17:19,4,18.2,"DAKAR",2025-07-06 11:04:56,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,240,3618.8625,"SEN",FALSE,"IWC, ICCAT, SRFC, ACAP, NAMMCO",FALSE,0,TRUE,4,FALSE,0,84.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e1978b237-794c-1a7d-171c-6c11f629c154?&start=2025-07-04&end=2025-07-26"")"
"HAIXIN23","412201866","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-06-27 20:14:29,4,2025-07-25 15:12:21,4,27.8,"DAKAR",2025-06-27 20:14:29,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,460,2359.09722222222,"GNB",FALSE,"ICCAT, IWC, ACAP, NAMMCO, SRFC",FALSE,0,TRUE,29,FALSE,0,61.1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/99bfa6c6b-bf8e-4b79-2981-7385f0951312?&start=2025-06-25&end=2025-07-27"")"
"EGALUZE","224580000","ESP","ESP","8109620","fishing","high","fishing","purse_seines","SEN","DAKAR",2025-07-08 01:25:10,4,2025-07-25 23:29:37,4,17.9,"DAKAR",2025-07-08 01:25:10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,55,300.036111111111,"CPV, MRT",FALSE,"ACAP, ICCAT, NAMMCO, IWC, SRFC",FALSE,0,TRUE,4,TRUE,4,20.6,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a0aa90604-4562-1097-2a1e-56ca4a57e84f?&start=2025-07-06&end=2025-07-27"")"
"ZILLARRI","312507000","BLZ","BLZ","9095266","fishing","low","support","purse_seine_support","CPV","MINDELO",2025-07-23 18:10:36,4,2025-07-26 07:56:35,4,2.5,"DAKAR",2025-07-20 12:46:12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,91.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/1eb24bd25-5b68-347b-9498-ad3df136de22?&start=2025-07-21&end=2025-07-28"")"
NA,"412331032","CHN","CHN",NA,"fishing","high","fishing","unknown","SEN","DAKAR",2025-07-26 09:51:08,4,2025-07-26 23:55:05,3,0.6,"DAKAR",2025-07-26 09:51:08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f37ebdc1b-be44-0740-7904-49397360e29d?&start=2025-07-24&end=2025-07-28"")"
"YIFENG7","412200996","CHN","CHN",NA,"fishing","med","fishing","trawlers","SEN","DAKAR",2025-06-24 23:08:50,4,2025-07-27 11:46:13,4,32.5,"DAKAR",2025-06-24 23:08:50,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,10,20.3611111111111,"GNB",FALSE,"ACAP, NAMMCO, ICCAT, IWC, SRFC",FALSE,0,TRUE,17,FALSE,0,12.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e0d511224-49a9-8047-a2ed-4fc1d0aaf626?&start=2025-06-22&end=2025-07-29"")"
"YIFENG 09","412200998","CHN","CHN",NA,"fishing","low","fishing","trawlers","MEX","MEX-175",2025-06-28 10:30:18,4,2025-07-27 13:59:59,4,29.1,"DAKAR",2025-05-10 13:30:23,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,TRUE,1,19.3,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/25ecd2d23-37dd-a0cd-0b59-a2fc2e477601?&start=2025-06-26&end=2025-07-29"")"
"YI FENG 30","412209128","CHN","CHN",NA,"fishing","high","fishing","unknown","SEN","DAKAR",2025-06-25 22:04:56,4,2025-07-28 05:03:05,4,32.3,"DAKAR",2025-06-25 22:04:56,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,30,124.397222222222,"GNB",FALSE,"ACAP, ICCAT, SRFC, NAMMCO, IWC",FALSE,0,TRUE,29,FALSE,0,26.1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/950337f10-0b9d-d461-c26c-1f50ba61d104?&start=2025-06-23&end=2025-07-30"")"
"GARBOLA","225461000","ESP","ESP","9747560","fishing","low","support","purse_seine_support","SEN","DAKAR",2025-06-02 08:50:01,4,2025-07-28 05:05:47,4,55.8,"DAKAR",2025-06-02 08:50:01,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,TRUE,1,TRUE,2,2.1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/cf930809d-da1e-0f57-d725-bee6826624ab?&start=2025-05-31&end=2025-07-30"")"
"COSTA DE  HUELVA","224854000","ESP","ESP","9379820","fishing","high","fishing","trawlers","SEN","DAKAR",2025-06-13 16:53:56,4,2025-07-28 05:34:35,4,44.5,"DAKAR",2025-06-13 16:53:56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,495,20008.2583333333,"SEN, GNB",FALSE,"NAMMCO, SRFC, IWC, ACAP, ICCAT",FALSE,0,TRUE,4,FALSE,0,98.3,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/1e31d7cd6-6c64-7b64-d9fd-71ea2e122789?&start=2025-06-11&end=2025-07-30"")"
"IRIS","629009068","GMB","GMB","8303288","fishing","high","fishing","trawlers","GMB","BANJUL",2025-07-28 13:32:12,4,2025-07-28 23:51:38,4,0.4,"DAKAR",2025-07-28 22:55:56,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/8b7e94ff6-6fe5-0434-4c10-8f915e9f4a36?&start=2025-07-26&end=2025-07-30"")"
"YANGMIN8002","412209196","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-07-01 13:54:36,4,2025-07-29 15:20:39,4,28,"DAKAR",2025-07-01 13:54:36,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,30,62.4583333333334,"SEN, GNB",FALSE,"NAMMCO, SRFC, ACAP, ICCAT, IWC",FALSE,0,TRUE,8,FALSE,0,5.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f23a6145b-bb7f-8e7e-5c7e-61a9e335f577?&start=2025-06-29&end=2025-07-31"")"
"DAKA1366","412420883","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-07-20 15:22:29,4,2025-07-30 03:07:58,4,9.5,"DAKAR",2025-07-20 15:22:29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,120,1295.28333333333,"SEN",FALSE,"IWC, ICCAT, ACAP, SRFC, NAMMCO",FALSE,0,TRUE,3,FALSE,0,65.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/0caeaa7c7-71e8-b911-3acb-8f01fc9eefe6?&start=2025-07-18&end=2025-08-01"")"
"YIFENG21","412209011","unknown","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-06-28 23:30:58,4,2025-07-30 04:11:36,4,31.2,"DAKAR",2025-06-28 23:30:58,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,1.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c168bbf49-9c02-8ea2-724f-1f17ea5b988d?&start=2025-06-26&end=2025-08-01"")"
"YIFENG10","412200999","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-06-25 15:06:59,4,2025-07-30 14:34:56,4,35,"DAKAR",2025-06-25 15:06:59,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,0.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c5de9be58-8b54-b6da-c3b6-408c3c806ce8?&start=2025-06-23&end=2025-08-01"")"
"SHENG HAI 17","412200978","CHN","CHN",NA,"fishing","high","fishing","trawlers","GIN","CONAKRY",2025-07-28 15:35:58,4,2025-07-30 14:46:42,3,2,"DAKAR",2025-01-14 22:27:13,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,12.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ad3800ca1-1e25-979b-4b28-ac00b6c34942?&start=2025-07-26&end=2025-08-01"")"
"YIFENG28","412209126","CHN","CHN",NA,"fishing","high","fishing","unknown","SEN","DAKAR",2025-06-25 01:32:53,4,2025-07-30 15:41:13,4,35.6,"DAKAR",2025-06-25 01:32:53,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,TRUE,8,FALSE,0,6.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e37cb040b-bbe1-3f3c-c4fc-69d978402d3f?&start=2025-06-23&end=2025-08-01"")"
"YANGMING8001","412209195","CHN","CHN",NA,"fishing","high","fishing","unknown","SEN","DAKAR",2025-07-18 14:26:04,4,2025-07-30 15:57:23,4,12,"DAKAR",2025-07-18 14:26:04,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,TRUE,1,FALSE,0,2.8,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2e5f4ad48-88f3-9803-7051-7a03e4d7c782?&start=2025-07-16&end=2025-08-01"")"
"TIANG EI HU","412209083","CHN","CHN",NA,"fishing","high","fishing","unknown","SEN","DAKAR",2025-07-30 14:04:52,4,2025-07-30 20:00:23,3,0.2,"DAKAR",2025-07-30 14:04:52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,42.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/364511e7e-ec82-68e9-2702-2ec05725207d?&start=2025-07-28&end=2025-08-01"")"
"YANGMING8032","412209009","","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-07-03 18:25:36,4,2025-07-31 03:39:18,4,27.4,"DAKAR",2025-07-03 18:25:36,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,125,391.240277777778,"GNB, SEN",FALSE,"NAMMCO, ICCAT, ACAP, SRFC, IWC",FALSE,0,TRUE,37,FALSE,0,28.1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/fff3fc565-577b-cea2-43c6-9e6c215281f7?&start=2025-07-01&end=2025-08-02"")"
"YI FENG 26","412209123","CHN","CHN",NA,"fishing","low","fishing","unknown","SEN","DAKAR",2025-06-30 05:12:03,4,2025-07-31 04:00:36,4,30.9,"DAKAR",2025-06-30 05:12:03,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,TRUE,7,FALSE,0,6.3,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a41428649-904a-9c5a-8352-36c736c97746?&start=2025-06-28&end=2025-08-02"")"
"ZILLARRI","312507000","BLZ","BLZ","9095266","fishing","low","support","purse_seine_support","SEN","DAKAR",2025-07-26 17:28:02,4,2025-07-31 12:12:31,4,4.8,"DAKAR",2025-07-26 17:28:02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,33.6,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/1eb24bd25-5b68-347b-9498-ad3df136de22?&start=2025-07-24&end=2025-08-02"")"
"HAIXIN26","412201869","CHN","CHN",NA,"fishing","high","fishing","trawlers","GNB","BISSAU",2025-07-25 21:46:02,4,2025-08-01 05:18:25,4,6.3,"DAKAR",2025-06-28 14:45:41,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,20,67.0111111111111,"GNB",FALSE,"ICCAT, IWC, ACAP, SRFC, NAMMCO",FALSE,0,TRUE,4,FALSE,0,52.3,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b27dc5673-317a-b2d9-a4a9-e1a3e406ce32?&start=2025-07-23&end=2025-08-03"")"
"HAIXIN28","412201872","CHN","CHN",NA,"fishing","med","fishing","trawlers","SEN","DAKAR",2025-07-10 00:14:32,4,2025-08-01 05:19:51,4,22.2,"DAKAR",2025-07-10 00:14:32,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,210,698.305555555555,"GNB",FALSE,"NAMMCO, SRFC, ACAP, IWC, ICCAT",FALSE,0,TRUE,23,FALSE,0,44.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/d1f13f8ac-c4f3-dea2-d606-7a09a743e936?&start=2025-07-08&end=2025-08-03"")"
"DOCE DE JULIO","224910000","ESP","ESP","9978107","fishing","med","fishing","trawlers","SEN","DAKAR",2025-06-26 22:53:42,4,2025-08-01 05:35:02,4,35.3,"DAKAR",2025-06-26 22:53:42,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,510,13588.4,"SEN, GNB",FALSE,"ACAP, NAMMCO, IWC, ICCAT, SRFC",FALSE,0,TRUE,3,FALSE,0,99.1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/6409b3d06-613e-008e-4380-d7f8cd30019e?&start=2025-06-24&end=2025-08-03"")"
"ALBONIGA","224745000","ESP","ESP","8613267","fishing","high","fishing","purse_seines","CPV","PALMEIRA",2025-07-21 02:07:04,4,2025-08-01 15:35:58,3,11.5,"DAKAR",2025-07-10 16:45:06,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,90,495.6875,"MRT, CPV",FALSE,"NAMMCO, IWC, SRFC, ACAP, ICCAT",FALSE,0,TRUE,8,TRUE,10,36.3,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/818356b57-7844-a4ae-919e-36a06ae5a84a?&start=2025-07-19&end=2025-08-03"")"
"SEA FRONTIER","632001009","GIN","GIN","8988806","fishing","high","fishing","tuna_purse_seines","SEN","DAKAR",2025-07-09 17:20:23,4,2025-08-02 13:05:52,3,23.8,"DAKAR",2025-07-09 17:20:23,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,155,686.470833333334,"MRT, ESH",FALSE,"IWC, SRFC, ACAP, ICCAT, NAMMCO",FALSE,0,TRUE,9,TRUE,1,48.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/d2b4fe93a-aff7-7fee-8f10-183fa04a6252?&start=2025-07-07&end=2025-08-04"")"
"DAK1364","412420885","CHN","CHN",NA,"fishing","high","fishing","fishing","SEN","DAKAR",2025-07-19 17:49:18,4,2025-08-02 21:25:38,4,14.1,"DAKAR",2025-07-19 17:49:18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,180,1962.75833333333,"SEN",FALSE,"ACAP, ICCAT, IWC, SRFC, NAMMCO",FALSE,0,TRUE,5,FALSE,0,54.8,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9599afbbc-c38f-a6e4-a82e-c82e7c00384d?&start=2025-07-17&end=2025-08-04"")"
"GUOJIN908","412549197","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-07-23 10:28:36,4,2025-08-03 14:59:19,3,11.2,"DAKAR",2025-07-23 10:28:36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,195,2364.175,"SEN",FALSE,"ICCAT, IWC, ACAP, SRFC, NAMMCO",FALSE,0,TRUE,10,FALSE,0,77,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b1746e808-87ff-d6f5-bd85-255ca80d9d1a?&start=2025-07-21&end=2025-08-05"")"
"YANGMING8006","412209198","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-07-07 17:39:52,4,2025-08-03 22:25:01,3,27.2,"DAKAR",2025-07-07 17:39:52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,NA,FALSE,NA,FALSE,0,TRUE,4,FALSE,0,6.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/053be272f-f82e-093f-d86c-862ba01b963d?&start=2025-07-05&end=2025-08-05"")"
