"vessel_name","MMSI","Flag2","vessel_class","vessel_type","previous_port_country","previous_port","trip_start","trip_end","trip_duration_days","end_port","fishing","fishing_hours","fishing_eez","fishing_hs","fishing_rfmos","encounter","num_encounters","loitering","num_loitering","at_dock","percent_ais_voyage","vessel.ID","trip.ID","Start.confidence","End.confidence"
"YIFENG21","412209011","CHN","fishing","trawlers","SEN","DAKAR","04/06/2024 15:58","24/04/2024 22:14","18.3","DAKAR","TRUE","3142.015278","GNB, SEN","FALSE","SRFC, IWC, ICCAT, NAMMCO, ACAP","FALSE",NA,"TRUE","6","TRUE","75.9","c168bbf49-9c02-8ea2-724f-1f17ea5b988d","412209011-c168bbf49-9c02-8ea2-724f-1f17ea5b988d-018eb421c5c0","4","4"
"YIFENG21","412209011","CHN","fishing","trawlers","SEN","DAKAR","27/04/2024 12:41","14/05/2024 04:51","16.7","DAKAR","TRUE","2673.147222","GNB, SEN","FALSE","SRFC, NAMMCO, ICCAT, ACAP, IWC","FALSE",NA,"TRUE","3","TRUE","82.3","c168bbf49-9c02-8ea2-724f-1f17ea5b988d","412209011-c168bbf49-9c02-8ea2-724f-1f17ea5b988d-018f1f92f5e0","4","4"
"YIFENG21","412209011","CHN","fishing","trawlers","SEN","DAKAR","16/05/2024 18:21","06/08/2024 10:47","22.7","DAKAR","TRUE","1080.738889","GNB","FALSE","SRFC, ICCAT, NAMMCO, IWC, ACAP","FALSE",NA,"TRUE","13","TRUE","48.3","c168bbf49-9c02-8ea2-724f-1f17ea5b988d","412209011-c168bbf49-9c02-8ea2-724f-1f17ea5b988d-018f82a37ad8","4","4"
"YIFENG28","412209126","CHN","fishing","trawlers","SEN","DAKAR","23/03/2024 20:56","04/07/2024 05:49","14.3","DAKAR","TRUE","2709.752778","SEN, GNB","FALSE","NAMMCO, IWC, SRFC, ICCAT, ACAP","FALSE",NA,"TRUE","11","TRUE","68.7","e37cb040b-bbe1-3f3c-c4fc-69d978402d3f","412209126-e37cb040b-bbe1-3f3c-c4fc-69d978402d3f-018e6d1a1a38","4","4"
"YIFENG28","412209126","CHN","fishing","trawlers","SEN","DAKAR","04/09/2024 14:15","25/04/2024 05:53","15.6","DAKAR","TRUE","4598.775","GNB, SEN","FALSE","IWC, ACAP, SRFC, NAMMCO, ICCAT","FALSE",NA,"TRUE","8","TRUE","85.1","e37cb040b-bbe1-3f3c-c4fc-69d978402d3f","412209126-e37cb040b-bbe1-3f3c-c4fc-69d978402d3f-018ec3370e08","4","4"
"YIFENG28","412209126","CHN","fishing","trawlers","GNB","BISSAU","05/07/2024 18:09","15/05/2024 22:14","8.2","DAKAR","TRUE","1465.309722","SEN, GNB","FALSE","IWC, NAMMCO, SRFC, ACAP, ICCAT","FALSE",NA,"TRUE","4","TRUE","80.2","e37cb040b-bbe1-3f3c-c4fc-69d978402d3f","412209126-e37cb040b-bbe1-3f3c-c4fc-69d978402d3f-018f543f4e10","4","4"
"YIFENG28","412209126","CHN","fishing","trawlers","SEN","DAKAR","17/05/2024 13:40","06/01/2024 11:58","14.9","DAKAR","TRUE","916.3777778","GNB","FALSE","NAMMCO, ICCAT, SRFC, ACAP, IWC","FALSE",NA,"TRUE","6","TRUE","61.8","e37cb040b-bbe1-3f3c-c4fc-69d978402d3f","412209126-e37cb040b-bbe1-3f3c-c4fc-69d978402d3f-018f86c839a0","4","4"
"YIFENG28","412209126","CHN","fishing","trawlers","SEN","DAKAR","06/04/2024 14:15","25/06/2024 17:09","21.1","DAKAR","TRUE","1345.338889","GNB, SEN","FALSE","ACAP, NAMMCO, ICCAT, SRFC, IWC","FALSE",NA,"TRUE","20","TRUE","58.7","e37cb040b-bbe1-3f3c-c4fc-69d978402d3f","412209126-e37cb040b-bbe1-3f3c-c4fc-69d978402d3f-018fe39af758","4","4"
"YIFENG7","412200996","CHN","fishing","trawlers","SEN","DAKAR","04/06/2024 22:41","23/04/2024 06:11","16.3","DAKAR","FALSE",NA,NA,"FALSE",NA,"FALSE",NA,"TRUE","12","TRUE","52.2","e0d511224-49a9-8047-a2ed-4fc1d0aaf626","412200996-e0d511224-49a9-8047-a2ed-4fc1d0aaf626-018eb592a758","4","4"
"YIFENG7","412200996","CHN","fishing","trawlers","SEN","DAKAR","25/04/2024 07:49","13/05/2024 19:59","18.5","DAKAR","FALSE",NA,NA,"FALSE",NA,"FALSE",NA,"TRUE","11","TRUE","74.2","e0d511224-49a9-8047-a2ed-4fc1d0aaf626","412200996-e0d511224-49a9-8047-a2ed-4fc1d0aaf626-018f143b03b8","4","4"
"YIFENG7","412200996","CHN","fishing","trawlers","SEN","DAKAR","16/05/2024 12:57","31/05/2024 17:31","15.2","DAKAR","FALSE",NA,NA,"FALSE",NA,"FALSE",NA,"TRUE","11","TRUE","45.6","e0d511224-49a9-8047-a2ed-4fc1d0aaf626","412200996-e0d511224-49a9-8047-a2ed-4fc1d0aaf626-018f817a4cb8","4","4"
"YIFENG7","412200996","CHN","fishing","trawlers","SEN","DAKAR","06/03/2024 12:24","15/06/2024 00:02","11.5","DAKAR","FALSE",NA,NA,"FALSE",NA,"FALSE",NA,"TRUE","9","TRUE","35.4","e0d511224-49a9-8047-a2ed-4fc1d0aaf626","412200996-e0d511224-49a9-8047-a2ed-4fc1d0aaf626-018fde0e7ad0","4","4"
"YINGMING8031","412209008","CHN","fishing","fishing","SEN","DAKAR","29/03/2024 18:58","21/04/2024 17:36","22.9","DAKAR","TRUE","3663.166667","GNB, SEN","FALSE","ICCAT, NAMMCO, IWC, ACAP, SRFC","FALSE",NA,"TRUE","17","TRUE","63.9","c5824d985-509c-6d36-cfd9-d45e58e5515b","412209008-c5824d985-509c-6d36-cfd9-d45e58e5515b-018e8b9441c8","3","4"
"YINGMING8031","412209008","CHN","fishing","fishing","SEN","DAKAR","23/04/2024 16:02","05/12/2024 03:31","18.5","DAKAR","TRUE","5403.525","GNB, SEN","FALSE","ICCAT, ACAP, NAMMCO, IWC, SRFC","FALSE",NA,"TRUE","4","TRUE","98.2","c5824d985-509c-6d36-cfd9-d45e58e5515b","412209008-c5824d985-509c-6d36-cfd9-d45e58e5515b-018f0bb15c60","4","4"
"YINGMING8031","412209008","CHN","fishing","fishing","SEN","DAKAR","15/05/2024 15:45","06/05/2024 05:49","20.6","DAKAR","TRUE","4318.375","GNB, SEN","FALSE","SRFC, ACAP, IWC, NAMMCO, ICCAT","FALSE",NA,"TRUE","5","TRUE","86.7","c5824d985-509c-6d36-cfd9-d45e58e5515b","412209008-c5824d985-509c-6d36-cfd9-d45e58e5515b-018f7cedf668","4","3"
"YUAN YU 883","412549547","CHN","fishing","trawlers","GNB","BISSAU","24/05/2024 18:32","26/05/2024 07:53","1.5","DAKAR","TRUE","29.24583333","SEN","FALSE","ICCAT, IWC, ACAP, SRFC, NAMMCO","FALSE",NA,"FALSE",NA,"TRUE","100","a7afe01e9-961b-0d5b-35b3-ced45f784c11","412549547-a7afe01e9-961b-0d5b-35b3-ced45f784c11-018fabdfccd0","4","4"
"YUNGCHI166","416004708","TWN","fishing","drifting_longlines","ZAF","CAPE TOWN","22/10/2023 11:43","30/05/2024 11:15","221","DAKAR","TRUE","2630.4325",NA,"TRUE","IWC, ACAP, ICCAT, NAMMCO","TRUE","1","TRUE","68","TRUE","33.1","1ae94285e-ed24-3636-30b1-eeaee2af1a91","416004708-1ae94285e-ed24-3636-30b1-eeaee2af1a91-018b5732f418","4","4"
"HAIXIN 29","412549434","CHN","fishing","trawlers","COD","Pointe Noire","06/02/2024 09:12","23/02/2024 11:29","17.8","DAKAR","FALSE","0","","FALSE","","FALSE",NA,"FALSE",NA,"TRUE","19","48b310f78-8edd-e2a3-8b30-722b2ee97cd6","manual","manual","manual"
"GUERIDIN","227550000","FRA","fishing","tuna_purse_seines","CIV","Abidjan","14/04/2024 08:03","27/04/2024 08:04","17.8","DAKAR","TRUE","487","CIV, GIN, GNB","FALSE","","FALSE",NA,"TRUE","43","TRUE","52","1fe43f651-11a3-402d-dfed-efde848e7eee","manual","manual","manual"
