vessel_name,MMSI,Flag,vessel_class,vessel_type,previous_port_country,previous_port,trip_start,trip_start_confidence,trip_end,trip_end_confidence,trip_duration_days,end_port,fishing,fishing_hours,fishing_eez,fishing_hs,fishing_rfmos,encounter,num_encounters,loitering,num_loitering,vessel_id,trip_id,at_dock,percent_ais_voyage
F/V CORONA DEL MAR,228967000,FRA,fishing,pole_and_line,SEN,DAKAR,27/04/2024 09:49,4,28/04/2024 15:00,4,1.2,DAKAR,TRUE,29.49583333,SEN,FALSE,"IWC, NAMMCO, ICCAT, SRFC, ACAP",FALSE,NA,FALSE,NA,225be91ff-f744-cd74-80d0-163ad2a6d887,228967000-225be91ff-f744-cd74-80d0-163ad2a6d887-018f1ef58d00,TRUE,96.8
F/V CORONA DEL MAR,228967000,FRA,fishing,pole_and_line,SEN,DAKAR,29/04/2024 10:03,4,29/04/2024 20:38,4,0.4,DAKAR,TRUE,43.05833333,SEN,FALSE,"NAMMCO, ICCAT, SRFC, IWC, ACAP",FALSE,NA,FALSE,NA,225be91ff-f744-cd74-80d0-163ad2a6d887,228967000-225be91ff-f744-cd74-80d0-163ad2a6d887-018f294f3968,TRUE,100
LA PINTA R,224175000,ESP,fishing,trawlers,SEN,DAKAR,24/04/2024 11:37,4,29/04/2024 21:21,4,5.4,DAKAR,TRUE,1729.798611,"GNB, SEN",FALSE,"ICCAT, NAMMCO, IWC, SRFC, ACAP",FALSE,NA,TRUE,3,c17075854-49bb-6c86-ad25-6b9f2d6f6ddd,224175000-c17075854-49bb-6c86-ad25-6b9f2d6f6ddd-018f0fe5bf10,TRUE,96.9
CHAMYUAMYU11,412200988,CHN,fishing,trawlers,MEX,MEX-175,11/04/2024 06:06,2,30/04/2024 01:45,3,18.8,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,5,f5b96f9c3-3dea-a442-a8f1-d9330bb93f69,412200988-f5b96f9c3-3dea-a442-a8f1-d9330bb93f69-018ecbc3e5c8,TRUE,7.1
YANGMIN8002,412209196,CHN,fishing,trawlers,SEN,DAKAR,12/04/2024 13:11,4,30/04/2024 20:29,3,18.3,DAKAR,TRUE,951,"SEN, GNB",FALSE,"NAMMCO, ICCAT, ACAP, IWC, SRFC",FALSE,NA,TRUE,5,f23a6145b-bb7f-8e7e-5c7e-61a9e335f577,412209196-f23a6145b-bb7f-8e7e-5c7e-61a9e335f577-018ed26f3800,TRUE,25.9
BACALAM,630124008,GNB,fishing,trawlers,GNB,BISSAU,18/04/2024 22:45,4,01/05/2024 07:47,4,12.4,DAKAR,TRUE,5553.251389,"SEN, GNB",FALSE,"NAMMCO, ICCAT, SRFC, IWC, ACAP",FALSE,NA,TRUE,2,1ea684eb3-34e7-885e-a813-29bcbce1f753,630124008-1ea684eb3-34e7-885e-a813-29bcbce1f753-018ef3633d18,TRUE,74.2
ALBACORA UNO,224782000,ESP,fishing,inconclusive,SYC,PORT VICTORIA,04/04/2024 13:30,3,02/05/2024 06:48,4,27.7,DAKAR,TRUE,13.96888889,MYT,FALSE,"ACAP, IOTC, SWIOFC, IWC",FALSE,NA,TRUE,2,630f3fbd5-5b60-a9f9-264a-bb6d949ba3b2,224782000-630f3fbd5-5b60-a9f9-264a-bb6d949ba3b2-018ea94de818,NA,58.7
ALFONSO RIERA TERCER,224282000,ESP,fishing,trawlers,SEN,DAKAR,03/04/2024 11:04,4,02/05/2024 07:11,4,28.8,DAKAR,TRUE,5623.477778,GNB,FALSE,"NAMMCO, IWC, ICCAT, ACAP, SRFC",FALSE,NA,FALSE,NA,d7f0a49c3-35ca-c6db-7786-d49a798e2e3c,224282000-d7f0a49c3-35ca-c6db-7786-d49a798e2e3c-018ea3a1a6c0,TRUE,100
HAI FENG 823,412660240,CHN,carrier,carrier,GNB,BISSAU,30/04/2024 16:57,4,02/05/2024 07:25,4,1.6,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,d9b062f9d-de93-3a60-dd7c-87572c21a53b,412660240-d9b062f9d-de93-3a60-dd7c-87572c21a53b-018f2ff10df0,TRUE,100
LU QING YUAN YU 023,412331029,CHN,fishing,drifting_longlines,SEN,DAKAR,07/10/2023 09:53,4,02/05/2024 20:27,4,208.4,DAKAR,TRUE,9.0675,NA,TRUE,"ICCAT, ACAP, IWC",FALSE,NA,TRUE,29,3fd19bf6d-d53e-28d2-2650-c9b8b3f9120c,412331029-3fd19bf6d-d53e-28d2-2650-c9b8b3f9120c-018b098edad8,TRUE,4.2
STI MYTHIC,538010465,MHL,fishing,pole_and_line,GIN,CONAKRY,01/05/2024 08:23,4,03/05/2024 12:31,4,2.2,DAKAR,TRUE,39.96666667,GIN,FALSE,"NAMMCO, ACAP, IWC, ICCAT, SRFC",FALSE,NA,TRUE,1,78ad7d0ea-a52c-fe8d-9a7c-bb3b309515c7,538010465-78ad7d0ea-a52c-fe8d-9a7c-bb3b309515c7-018f33406fa0,TRUE,100
F/V CORONA DEL MAR,228967000,FRA,fishing,pole_and_line,SEN,DAKAR,03/05/2024 11:28,4,03/05/2024 18:34,4,0.3,DAKAR,TRUE,71.4125,SEN,FALSE,"ACAP, SRFC, NAMMCO, IWC, ICCAT",FALSE,NA,FALSE,NA,225be91ff-f744-cd74-80d0-163ad2a6d887,228967000-225be91ff-f744-cd74-80d0-163ad2a6d887-018f3e362170,TRUE,100
WESTERO,266011000,SWE,fishing,trawlers,SEN,DAKAR,27/04/2024 00:11,4,04/05/2024 02:37,4,7.1,DAKAR,TRUE,1048.575,GMB,FALSE,"IWC, ICCAT, ACAP, SRFC, NAMMCO",FALSE,NA,TRUE,6,c65c0e5a3-38e1-fce8-013c-b5ae997aa5b2,266011000-c65c0e5a3-38e1-fce8-013c-b5ae997aa5b2-018f1ce448d0,TRUE,78.4
YANGMING8006,412209198,CHN,fishing,trawlers,SEN,DAKAR,19/04/2024 23:52,4,04/05/2024 04:40,3,14.2,DAKAR,TRUE,2640.265278,"SEN, GNB",FALSE,"IWC, ICCAT, ACAP, NAMMCO, SRFC",FALSE,NA,TRUE,5,053be272f-f82e-093f-d86c-862ba01b963d,412209198-053be272f-f82e-093f-d86c-862ba01b963d-018ef8c64840,TRUE,82.7
FU YUAN YU 373,412440268,CHN,fishing,inconclusive,GIN,CONAKRY,03/05/2024 11:32,4,05/05/2024 01:48,4,1.6,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,3e24cdb87-795c-1b60-72d5-0b1288f94e55,412440268-3e24cdb87-795c-1b60-72d5-0b1288f94e55-018f3e39bf38,TRUE,51.3
SANTO DO MAR,224387000,ESP,fishing,trawlers,SEN,DAKAR,22/03/2024 19:24,4,05/05/2024 06:00,4,43.4,DAKAR,TRUE,12007.00972,"SEN, GNB",FALSE,"ICCAT, NAMMCO, ACAP, SRFC, IWC",FALSE,NA,TRUE,1,256e38fc3-3be3-b3ab-3774-d471c95c930a,224387000-256e38fc3-3be3-b3ab-3774-d471c95c930a-018e679f1270,TRUE,97.4
PEIX MAR VEINTINUEVE,224372000,ESP,fishing,trawlers,SEN,DAKAR,23/03/2024 16:13,4,05/05/2024 07:12,4,42.6,DAKAR,TRUE,7055.488889,"SEN, GNB",FALSE,"IWC, ICCAT, NAMMCO, ACAP, SRFC",FALSE,NA,TRUE,3,0e7b1acdf-f7c8-f125-35fc-f22f72aa558d,224372000-0e7b1acdf-f7c8-f125-35fc-f22f72aa558d-018e6c1661f0,TRUE,80.5
PEIX MAR VEINTIOCHO,224275000,ESP,fishing,trawlers,SEN,DAKAR,22/03/2024 19:12,4,05/05/2024 07:16,4,43.5,DAKAR,TRUE,6797.104167,"SEN, GMB, GNB",FALSE,"IWC, NAMMCO, ICCAT, SRFC, ACAP",FALSE,NA,TRUE,4,f838ed30c-cd84-c08a-815c-57b587afac9d,224275000-f838ed30c-cd84-c08a-815c-57b587afac9d-018e67940a38,TRUE,78.8
ELSAAD,629009158,GMB,fishing,other,SEN,DAKAR,18/04/2024 00:10,4,05/05/2024 07:31,4,17.3,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,9,88bcefbe0-0278-4687-8093-91e3e4ae847b,629009158-88bcefbe0-0278-4687-8093-91e3e4ae847b-018eee89fb60,TRUE,99.3
